,inputs1,inputs2,labels
13398,I decided to take SCUBA diving lessons on my vacation. I had a panic attack and the instructor had to help me get back to the surface.,I decided to take SCUBA diving lessons on my vacation. The diving gear felt really uncomfortable.,1
13399,I harvested marrow from large beef bones. I developed a tasty soup stock from the bones.,I harvested marrow from large beef bones.,0
13400,I decided to hire a personal trainer. The trainer was rude and demanding.,I decided to hire a personal trainer. The trainer didn't tell me anything I didn't already know.,1
13401,I was doing the laundry. I spilled a soda onto the clean clothes. ,I was doing the laundry. I accidentally poured bleach on the colored clothing.,0
13402,I fed my money into the vending machine and it got stuck inside the machine.,I fed my money into the vending machine and it kept spitting it back out.,1
13403,I needed new clothes for a job interview. The clothing store had a number of discounts.,I needed new clothes for a job interview. The clothing store had no discounts available.,0
13404,"I went to the shore by the ocean. I found a rare seashell, it was perfect for my collection.","I went to the shore by the ocean. I found an old gold coin worth $1,000.",1
13405,My Dojo said my form was exemplary today at my training.,My Dojo said my form was better today at my training.,0
13406,"When I pulled my laundry out of the dryer, it was sopping wet. ",When I pulled my laundry out of the dryer it was still damp. ,1
13407,My teacher got me a pair of shoes yesterday ,My teacher lost my pair of shoes yesterday ,0
13408,I went for a walk in the park.,I went for a walk in the park. I wanted to get in at least two miles for the day.,1
13409,"I wrote an app for personal use,  to make my life easier. My app is kind of buggy, and people are yelling at me despite the fact that I never intended for others to use it.","I wrote an app for personal use,  to make my life easier. The bugs in my app have been causing silent data corruption and loss of important files on peoples computers.",0
13410,I got hired as a Hippotherapist. I was thrown from a horse.,I got hired as a Hippotherapist.,1
13411,I was looking at my son's test papers.,I was looking at my son's test papers. He didn't do as well as he could have.,0
13412,I was expecting an important call when I noticed that my phone was's battery was dead.,I was expecting an important call when I noticed that my phone was low on battery.,1
13413,I cooked pasta.,I cooked pasta. I left it on the stove for too long and it was mushy. ,0
13414,"I went to a musical, and a fight broke out.","I went to a musical, and the place was packed.",1
13415,I started a savings account. I saved some money but i havent saved in a while.,I started a savings account.,0
13416,I took my mother to a restaurant. The food took almost an hour to get to our table.,I took my mother to a restaurant.,1
13417,I went to school on Saturday for extra study. ,I went to school on Saturday for detention. ,0
13418,I called tech support for my computer.,I called tech support for my computer. They helped me solve my problem.,1
13419,"I bought a new, completely natural dish soap when I went to the store.  I had a coupon for it, so I got it at a great price. ","I bought a new, completely natural dish soap when I went to the store. ",0
13420,"I played fetch with my dog, and he ran away.","I played fetch with my dog, and he brought back a stick.",1
13421,"I decided to start working the night shift at a local gas station. I gave a customer the wrong change, and he yelled at me for ten minutes.",I decided to start working the night shift at a local gas station. The store was robbed and I was held at gunpoint.,0
13422,I went to the science fair. My experiment exploded setting off the sprinklers.,I went to the science fair. My teacher did not like my presentation.,1
13423,I took pictures of the unique eclipse. I dropped my camera and cracked the casing of it.,"I took pictures of the unique eclipse. I fell down while leaning back, injuring my back.",0
13424,I developed an extra crisp filled cream puff.,I developed an extra crisp filled cream puff. The treat got a lot of good reviews from food bloggers.,1
13425,I applied for a new credit card.,I applied for a new credit card. I had to wait a month to be approved.,0
13426,I went to my senior prom. I stood against the wall bored.,I went to my senior prom.,1
13427,I went swimming in an olympic size swimming pool.,I went swimming in an kiddie size swimming pool.,0
13428,I stopped at the library to drop off some overdue books.,I stopped at the library to check out some new books.,1
13429,I joined a marathon and made it to the finish line.,I joined a marathon and ran out of energy halfway through.,0
13430,I took my rowboat out for a fishing trip out on the lake. The fish got away with my bait and lure.,I took my rowboat out for a fishing trip out on the lake.,1
13431,"When I rode my bike to school today, it was really sunny out.","When I rode my bike to school today, it was not too cold.",0
13432,When my dad took me and my brother to school I sat in the middle.,When my dad took me and my brother to school I sat by the window.,1
13433,"I replaced the toilet in my master bathroom. The toilet flushed quietly and well, my spouse loved it.",I replaced the toilet in my master bathroom. It was fun learning the skill and changing the toilet.,0
13434,I painted my children's bedroom a new color. My children's friends all thought I was super cool.,I painted my children's bedroom a new color. My designs were featured in a contractor's magazine and I was widely feted.,1
